sport,player,stat,line,opponent,game_date,risk_type
WNBA,Kelsey Mitchell,PTS,21.5,GSV,2026-07-15,NORMAL
WNBA,Caitlin Clark,PTS,15.5,GSV,2026-07-15,NORMAL
WNBA,Aliyah Boston,PTS,15.5,GSV,2026-07-15,NORMAL
WNBA,Janelle Salaün,PTS,13.5,IND,2026-07-15,NORMAL
WNBA,Gabby Williams,PTS,13.5,IND,2026-07-15,NORMAL
WNBA,Veronica Burton,PTS,11.5,IND,2026-07-15,NORMAL
WNBA,Monique Billings,PTS,4.5,GSV,2026-07-15,GOBLIN
WNBA,Sophie Cunningham,PTS,4.5,GSV,2026-07-15,GOBLIN
WNBA,Kelsey Mitchell,PTS,19.5,GSV,2026-07-15,GOBLIN
WNBA,Caitlin Clark,PTS,14.5,GSV,2026-07-15,GOBLIN
WNBA,Aliyah Boston,PTS,14.5,GSV,2026-07-15,GOBLIN
WNBA,Janelle Salaün,PTS,11.5,IND,2026-07-15,GOBLIN
WNBA,Gabby Williams,PTS,11.5,IND,2026-07-15,GOBLIN
WNBA,Veronica Burton,PTS,9.5,IND,2026-07-15,GOBLIN
WNBA,Monique Billings,PTS,14.5,GSV,2026-07-15,DEMON
WNBA,Sophie Cunningham,PTS,14.5,GSV,2026-07-15,DEMON
WNBA,Kelsey Mitchell,PTS,17.5,GSV,2026-07-15,GOBLIN
WNBA,Caitlin Clark,PTS,11.5,GSV,2026-07-15,GOBLIN
WNBA,Aliyah Boston,PTS,11.5,GSV,2026-07-15,GOBLIN
WNBA,Janelle Salaün,PTS,9.5,IND,2026-07-15,GOBLIN
WNBA,Gabby Williams,PTS,9.5,IND,2026-07-15,GOBLIN
WNBA,Veronica Burton,PTS,7.5,IND,2026-07-15,GOBLIN
WNBA,Monique Billings,PTS,11.5,GSV,2026-07-15,DEMON
WNBA,Sophie Cunningham,PTS,9.5,GSV,2026-07-15,DEMON
WNBA,Kelsey Mitchell,PTS,14.5,GSV,2026-07-15,GOBLIN
WNBA,Caitlin Clark,PTS,9.5,GSV,2026-07-15,GOBLIN
WNBA,Aliyah Boston,PTS,9.5,GSV,2026-07-15,GOBLIN
WNBA,Janelle Salaün,PTS,24.5,IND,2026-07-15,DEMON
WNBA,Gabby Williams,PTS,24.5,IND,2026-07-15,DEMON
WNBA,Veronica Burton,PTS,19.5,IND,2026-07-15,DEMON
WNBA,Monique Billings,PTS,9.5,GSV,2026-07-15,DEMON
WNBA,Sophie Cunningham,PTS,7.5,GSV,2026-07-15,GOBLIN
WNBA,Kelsey Mitchell,PTS,34.5,GSV,2026-07-15,DEMON
WNBA,Caitlin Clark,PTS,29.5,GSV,2026-07-15,DEMON
WNBA,Aliyah Boston,PTS,24.5,GSV,2026-07-15,DEMON
WNBA,Janelle Salaün,PTS,19.5,IND,2026-07-15,DEMON
WNBA,Gabby Williams,PTS,19.5,IND,2026-07-15,DEMON
WNBA,Veronica Burton,PTS,17.5,IND,2026-07-15,DEMON
WNBA,Monique Billings,PTS,7.5,GSV,2026-07-15,DEMON
WNBA,Kelsey Mitchell,PTS,29.5,GSV,2026-07-15,DEMON
WNBA,Caitlin Clark,PTS,24.5,GSV,2026-07-15,DEMON
WNBA,Aliyah Boston,PTS,19.5,GSV,2026-07-15,DEMON
WNBA,Janelle Salaün,PTS,17.5,IND,2026-07-15,DEMON
WNBA,Gabby Williams,PTS,17.5,IND,2026-07-15,DEMON
WNBA,Veronica Burton,PTS,14.5,IND,2026-07-15,DEMON
WNBA,Monique Billings,PTS,5.5,GSV,2026-07-15,GOBLIN
WNBA,Kelsey Mitchell,PTS,24.5,GSV,2026-07-15,DEMON
WNBA,Caitlin Clark,PTS,19.5,GSV,2026-07-15,DEMON
WNBA,Aliyah Boston,PTS,17.5,GSV,2026-07-15,DEMON
WNBA,Janelle Salaün,PTS,14.5,IND,2026-07-15,DEMON
WNBA,Gabby Williams,PTS,14.5,IND,2026-07-15,DEMON
WNBA,Caitlin Clark,PTS,17.5,GSV,2026-07-15,DEMON
WNBA,Kayla McBride,PTS,18,LAS,2026-07-15,NORMAL
WNBA,Olivia Miles,PTS,20,LAS,2026-07-15,NORMAL
WNBA,Nneka Ogwumike,3PTM,1.5,MIN,2026-07-15,DEMON
WNBA,Olivia Miles,3PTM,1.5,LAS,2026-07-15,DEMON
WNBA,Natisha Hiedeman,PRA,23,CHI,2026-07-15,NORMAL
WNBA,Rae Burrell,3PTM,1.5,MIN,2026-07-15,DEMON
WNBA,Kelsey Mitchell,PTS,20.5,GSV,2026-07-15,NORMAL
WNBA,Kayla McBride,PRA,24.5,LAS,2026-07-15,NORMAL
WNBA,Kamilla Cardoso,Defensive Rebounds,6.5,SEA,2026-07-15,NORMAL
WNBA,Dominique Malonga,PTS,17.5,CHI,2026-07-15,NORMAL
WNBA,Kelsey Mitchell,Fantasy Score,29,GSV,2026-07-15,NORMAL
WNBA,Nneka Ogwumike,PTS,11.5,MIN,2026-07-15,GOBLIN
WNBA,Awa Fam,Fantasy Score,24.5,CHI,2026-07-15,NORMAL
WNBA,Olivia Miles,Pts+Asts,26,LAS,2026-07-15,NORMAL
WNBA,Kayla McBride,PTS,11.5,LAS,2026-07-15,GOBLIN
WNBA,Olivia Miles,PTS,14.5,LAS,2026-07-15,GOBLIN
WNBA,Kayla McBride,PTS,19.5,LAS,2026-07-15,DEMON
